Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pine-cone-hill-trio-coral-flat-sheet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triocoralsheets4.jpg?v=1603267050,4,Pine Cone Hill Trio Coral Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-trio-linen-flat-sheet,Pine Cone Hill Trio Linen Flat Sheet,Pine Cone Hill,Bedding & Bath,"Baby & Children: Sheets and Pillowcases, Bedding & Bath: Sheets, Bedding & Bath: Sheets and Pillowcases-1",TRUE,Please Select,Twin - $130.00,,,,,PCH-TRLF-01,4536.105137,shopify,5000,deny,manual,130,,TRUE,TRUE,'614099217197,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triolinensheetssq.jpg?v=1603267048,1,Pine Cone Hill Trio Linen Flat Sheet - Lavender Fields,FALSE,Pine Cone Hill Trio Linen Flat Sheet,"The comforting touch of luxury in the Trio Linen Flat Sheets feature an effortless three-lined design that stretches across the classic white background. These neutral, but never ordinary sheets by Pine Cone Hill would be a wonderful pick for any room.  Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,TRLFT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triolinensheetssq.jpg?v=1603267048,lb,,,active
pine-cone-hill-trio-linen-flat-sheet,,,,,,,Full/Queen - $158.00,,,,,PCH-TRLF-02,4536.105137,shopify,5000,deny,manual,158,,TRUE,TRUE,'614099217203,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triosstacksheets2.jpg?v=1603267048,2,Pine Cone Hill Trio Linen Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triolinensheetssq.jpg?v=1603267048,lb,,,
pine-cone-hill-trio-linen-flat-sheet,,,,,,,King - $192.00,,,,,PCH-TRLF-03,4536.105137,shopify,4999,deny,manual,192,,TRUE,TRUE,'614099217210,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triolinensheets3.jpg?v=1603267048,3,Pine Cone Hill Trio Linen Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triolinensheetssq.jpg?v=1603267048,lb,,,
pine-cone-hill-trio-shale-flat-sheet,Pine Cone Hill Trio Shale Flat Sheet,Pine Cone Hill,Bedding & Bath,"Baby & Children: Sheets and Pillowcases, Bedding & Bath: Sheets, Bedding & Bath: Sheets and Pillowcases-1",TRUE,Please Select,Twin - $130.00,,,,,PCH-TRSF-01,4536.105137,shopify,5000,deny,manual,130,,TRUE,TRUE,'614099217319,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheetssq.jpg?v=1603267047,1,Pine Cone Hill Trio Shale Flat Sheet - Lavender Fields,FALSE,Pine Cone Hill Trio Shale Flat Sheet,"The majestic look of these simple, but magnificent flat sheets are a classic. The three-lined pattern adds finesse and elegance that you would only expect from Pine Cone Hill. The Trio Shale Flat Sheets are all neutral so they will match any dÃ©cor them you may be using. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,TRSFT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheetssq.jpg?v=1603267047,lb,,,active
pine-cone-hill-trio-shale-flat-sheet,,,,,,,Full/Queen - $158.00,,,,,PCH-TRSF-02,4536.105137,shopify,5000,deny,manual,158,,TRUE,TRUE,'614099217326,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheets2.jpg?v=1603267047,2,Pine Cone Hill Trio Shale Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheetssq.jpg?v=1603267047,lb,,,
pine-cone-hill-trio-shale-flat-sheet,,,,,,,King - $192.00,,,,,PCH-TRSF-03,4536.105137,shopify,5000,deny,manual,192,,TRUE,TRUE,'614099217333,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheets3.jpg?v=1603267047,3,Pine Cone Hill Trio Shale Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/trioshalesheetssq.jpg?v=1603267047,lb,,,
pine-cone-hill-trio-fuchsia-flat-sheet,Pine Cone Hill Trio Fuchsia Flat Sheet,Pine Cone Hill,Bedding & Bath,"Baby & Children: Sheets and Pillowcases, Bedding & Bath: Sheets, Bedding & Bath: Sheets and Pillowcases-1",TRUE,Please Select,Twin - $130.00,,,,,PCH-TRFSF-01,4536.105137,shopify,5000,deny,manual,130,,TRUE,TRUE,'614099217616,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheetssq.jpg?v=1603267046,1,Pine Cone Hill Trio Fuchsia Flat Sheet - Lavender Fields,FALSE,Pine Cone Hill Trio Fuchsia Flat Sheets,"The simple three-lined pattern on these Pine Cone Hill Fuchsia Sheets adds a touch of elegance to any bedroom dÃ©cor. The simple, but sophisticated design of these sheets will set any bedroom above the rest. The finer details matter the most and these sheets from Pine Cone Hill do not disappoint. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,TRFSFT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheetssq.jpg?v=1603267046,lb,,,active
pine-cone-hill-trio-fuchsia-flat-sheet,,,,,,,Full/Queen - $158.00,,,,,PCH-TRFSF-02,4536.105137,shopify,5000,deny,manual,158,,TRUE,TRUE,'614099217623,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheets2.jpg?v=1603267046,2,Pine Cone Hill Trio Fuchsia Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheetssq.jpg?v=1603267046,lb,,,
pine-cone-hill-trio-fuchsia-flat-sheet,,,,,,,King - $192.00,,,,,PCH-TRFSF-03,4536.105137,shopify,5000,deny,manual,192,,TRUE,TRUE,'614099217630,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheets3.jpg?v=1603267046,3,Pine Cone Hill Trio Fuchsia Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheetssq.jpg?v=1603267046,lb,,,
pine-cone-hill-trio-fuchsia-flat-sheet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/triofuchsiasheets4.jpg?v=1603267046,4,Pine Cone Hill Trio Fuchsia Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-antigua-linen-sham,Pine Cone Hill Antigua Linen Sham,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Duvet Covers & Shams,TRUE,Please Select,Standard - $80.00,,,,,PRATLSHS-01,4536.105137,shopify,5000,deny,manual,80,,TRUE,TRUE,'614099210952,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiguashams_c77090be-70fe-4ed7-b138-058394b8e97c.jpg?v=1603267036,1,Pine Cone Hill Antigua Linen Sham - Lavender Fields,FALSE,Pine Cone Hill Antigua Linen Sham,"Inspired by rustic woodcuts, this antigua linen sham features a bold and vibrant botanical print. Pine Cone Hill has added this beautiful design to their heaviest linen cloth, that is enzyme washed for softness. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,ATLSHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiguashams_c77090be-70fe-4ed7-b138-058394b8e97c.jpg?v=1603267036,lb,,,active
pine-cone-hill-antigua-linen-sham,,,,,,,Euro - $96.00,,,,,PRATLSHS-02,4536.105137,shopify,4998,deny,manual,96,,TRUE,TRUE,'614099210969,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiguashams_c77090be-70fe-4ed7-b138-058394b8e97c.jpg?v=1603267036,lb,,,
pine-cone-hill-antigua-linen-duvet-cover,Pine Cone Hill Antigua Linen Duvet Cover,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Duvet Covers & Shams, Bedding & Bath: Duvets",TRUE,Please Select,Full/Queen - $540.00,,,,,PRATLDCT-02,4536.105137,shopify,-2,deny,manual,540,,TRUE,TRUE,'614099210938,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiqualinenduvet.jpg?v=1603267035,1,Pine Cone Hill Antigua Linen Duvet Cover - Lavender Fields,FALSE,Pine Cone Hill Antigua Linen Duvet Cover,Add the elegance of this Pine Cone Hill Antigua Linen Duvet Cover to your bedroom right away. The breathtaking bold botanical designs are displayed over the heaviest linen cloth. This cloth is enzyme washed for extreme softness. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,ATLDCT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiqualinenduvet.jpg?v=1603267035,lb,,,active
pine-cone-hill-antigua-linen-duvet-cover,,,,,,,King - $572.00,,,,,PRATLDCT-03,4536.105137,shopify,4998,deny,manual,572,,TRUE,TRUE,'614099210945,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiguashams.jpg?v=1603267035,2,Pine Cone Hill Antigua Linen Duvet Cover - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/antiqualinenduvet.jpg?v=1603267035,lb,,,
pine-cone-hill-ink-dots-sham,Pine Cone Hill Ink Dots Sham,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Duvet Covers & Shams, Bedding & Bath: Shams",TRUE,Please Select,Standard - $56.00,,,,,PCH-INDSHS-01,4536.105137,shopify,4998,deny,manual,56,,TRUE,TRUE,'614099216268,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssham.jpg?v=1603267034,1,Pine Cone Hill Ink Dots Sham - Lavender Fields,FALSE,Pine Cone Hill Ink Dots Sham,"This sham is a versatile piece to use in any dÃ©cor. The beautiful blue color from Pine Cone Hill is placed on an ultra-soft white cotton sham. An elegant approach to a polka-dot design, this sham will make a statement in any room. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,INDSHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssham.jpg?v=1603267034,lb,,,active
pine-cone-hill-ink-dots-sham,,,,,,,Euro - $68.00,,,,,PCH-INDSHS-02,4536.105137,shopify,5000,deny,manual,68,,TRUE,TRUE,'614099216275,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvet2_61a5f4ac-20f7-41db-b8ed-5864d666e5ed.jpg?v=1603267034,2,Pine Cone Hill Ink Dots Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssham.jpg?v=1603267034,lb,,,
pine-cone-hill-ink-dots-duvet-cover,Pine Cone Hill Ink Dots Duvet Cover,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Duvet Covers & Shams, Bedding & Bath: Duvets",TRUE,Please Select,Twin -$222.00,,,,,PCH-INDDCT-01,4536.105137,shopify,5000,deny,manual,222,,TRUE,TRUE,'614099216237,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvetcv.jpg?v=1603267033,1,Pine Cone Hill Ink Dots Duvet Cover - Lavender Fields,FALSE,Pine Cone Hill Ink Dots Duvet Cover,"The symmetry of the Pine Cone Hill Ink Dots Duvet Cover is both stylish and sophisticated. The Multiple pairing possibilities between solids, floras, abstract patterns and everything in between are endless. The ink dots are on a crisp white cotton duvet cover for maximum comfort. Go ahead and sign on the dotted line! Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,INDDCT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvetcv.jpg?v=1603267033,lb,,,active
pine-cone-hill-ink-dots-duvet-cover,,,,,,,Full/Queen -$258.00,,,,,PCH-INDDCT-02,4536.105137,shopify,4999,deny,manual,258,,TRUE,TRUE,'614099216244,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvet2.jpg?v=1603267033,2,Pine Cone Hill Ink Dots Duvet Cover - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvetcv.jpg?v=1603267033,lb,,,
pine-cone-hill-ink-dots-duvet-cover,,,,,,,King- $306.00,,,,,PCH-INDDCT-03,4536.105137,shopify,5000,deny,manual,306,,TRUE,TRUE,'614099216251,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotsduvetcv.jpg?v=1603267033,lb,,,
pine-cone-hill-boyfriend-marine-matelasse-sham,Pine Cone Hill Boyfriend Marine Matelasse Sham,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Shams, Bedding & Bath: Shams",TRUE,Select Size,Standard Sham - $92.00,,,,,PCHM21MSS-01,4536.105137,shopify,5000,deny,manual,92,,TRUE,TRUE,'614099215988,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendmarinesham.jpg?v=1603267032,1,Pine Cone Hill Boyfriend Marine Matelasse Sham - Lavender Fields,FALSE,Pine Cone Hill Boyfriend Marine Matelassé Sham,The beautiful dark blue color of this Boyfriend Marine Matelassé Sham is a fabulous way to add a pop of rich color to any bedroom. The ultra-soft cotton and textured stitching from Matelassé makes this piece pure elegance. Pine Cone Hill has added a flange for an extra luxurious look. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,M21MSS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendmarinesham.jpg?v=1603267032,lb,,,active
pine-cone-hill-boyfriend-marine-matelasse-sham,,,,,,,Euro Sham -$112.00,,,,,PCHM21MSS-02,4536.105137,shopify,5000,deny,manual,112,,TRUE,TRUE,'614099215995,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendmarinesham.jpg?v=1603267032,lb,,,
pine-cone-hill-ink-dots-sheet-set,Pine Cone Hill Ink Dots Sheet Set,Pine Cone Hill,Bedding & Bath,"Baby & Children: Sheets and Pillowcases, Bedding & Bath: Sheets, Bedding & Bath: Sheets and Pillowcases-1",TRUE,Please Select,Twin -$222.00,,,,,PRDINDT-01,4536.105137,shopify,5000,deny,manual,222,,TRUE,TRUE,'614099216183,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssheets.jpg?v=1603266988,1,Pine Cone Hill Ink Dots Sheet Set - Lavender Fields,FALSE,Pine Cone Hill Ink Dots Sheet Set,The elegance and simplicity of these Ink Dots Sheet Set is a great way to add touch vibrant colors to your bedroom. The sheets from Pine Cone Hill soft and ready to use with the 200-thread-count design. Sign on the dotted line. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,INDT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssheets.jpg?v=1603266988,lb,,,active
pine-cone-hill-ink-dots-sheet-set,,,,,,,Full -$268.00,,,,,PRDINDT-02,4536.105137,shopify,5000,deny,manual,268,,TRUE,TRUE,'614099216190,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssheets.jpg?v=1603266988,lb,,,
pine-cone-hill-ink-dots-sheet-set,,,,,,,Queen - $306.00,,,,,PRDINDT-03,4536.105137,shopify,4999,deny,manual,306,,TRUE,TRUE,'614099216206,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssheets.jpg?v=1603266988,lb,,,
pine-cone-hill-ink-dots-sheet-set,,,,,,,King - $346.00,,,,,PRDINDT-04,4536.105137,shopify,5000,deny,manual,346,,TRUE,TRUE,'614099216213,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inkdotssheets.jpg?v=1603266988,lb,,,
pine-cone-hill-laundered-linen-indigo-throw,Pine Cone Hill Laundered Linen Indigo Throw,Pine Cone Hill,Rugs & Decor,"Bedding & Bath: Throws-1, Rugs & Decor: Throws, Shop Lifestyles: Coastal Style Pillows & Throws",TRUE,Title,Default Title,,,,,PCH-LLINTH,4536.105137,shopify,5000,deny,manual,204,,TRUE,TRUE,'614099198632,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinen_indigothr.jpg?v=1603266978,1,Pine Cone Hill Laundered Linen Indigo Throw - Lavender Fields,FALSE,Pine Cone Hill Laundered Linen Indigo Throw,"Bring any room to life with the luxurious Laundered Linen Indigo Throw. This throw is in a rich dark blue that will compliment any room dÃ©cor. Wrap yourself up in this substantial-weight beauty, with fringed ends. Enzyme washed; natural color variations may occur. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,LLINDPDB,,,,,,,,,,,lb,,,active
pine-cone-hill-laundered-linen-indigo-throw,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinencollec_d6510639-e6a0-428e-961e-d62c463a982b.jpg?v=1603266978,2,Pine Cone Hill Laundered Linen Indigo Throw - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-laundered-linen-sky-throw,Pine Cone Hill Laundered Linen Sky Throw,Pine Cone Hill,Rugs & Decor,"Bedding & Bath: Throws-1, Rugs & Decor: Throws, Shop Lifestyles: Coastal Style Pillows & Throws",TRUE,Title,Default Title,,,,,PCH-LLSKTH,4536.105137,shopify,-3,deny,manual,204,,TRUE,TRUE,'614099198649,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinensky_throw.jpg?v=1603266976,1,Pine Cone Hill Laundered Linen Sky Throw - Lavender Fields,FALSE,Pine Cone Hill Laundered Linen Sky Throw,"Get ready to keep warm and look good doing it! This classy sky blue throw by Pine Cone Hill is soft and elegant all wrapped up in one, and you should wrap yourself up with it too! Enzyme washed; natural color variations may occur. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,LLSKTH,,,,,,,,,,,lb,,,active
pine-cone-hill-laundered-linen-sky-throw,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinencollec_9984fe4e-a028-4424-b4c1-9e8924cae46d.jpg?v=1603266976,2,Pine Cone Hill Laundered Linen Sky Throw - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-laundered-linen-sky-throw,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinensky2.jpg?v=1603266976,3,Pine Cone Hill Laundered Linen Sky Throw - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-laundered-linen-coral-throw,Pine Cone Hill Laundered Linen Coral Throw,Pine Cone Hill,Rugs & Decor,"Bedding & Bath: Throws-1, Rugs & Decor: Throws",TRUE,Title,Default Title,,,,,PCH-LLCOTH,4536.105137,shopify,4998,deny,manual,204,,TRUE,TRUE,'614099198588,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinenthrow_coral.jpg?v=1603266975,1,Pine Cone Hill Laundered Linen Coral Throw - Lavender Fields,FALSE,Pine Cone Hill Laundered Linen Coral Throw,"Looking for a super soft, super vibrant take on the linen throw? Wrap yourself up in this substantial-weight beauty, with fringed ends. Enzyme washed; natural color variations may occur. This throw from Pine Cone Hill features super soft and durable line in a elegant coral color. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,LLCOTH,,,,,,,,,,,lb,,,active
pine-cone-hill-laundered-linen-coral-throw,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/launderedlinencollec.jpg?v=1603266975,2,Pine Cone Hill Laundered Linen Coral Throw - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-boyfriend-ivory-matelasse-coverlet,Pine Cone Hill Boyfriend Ivory Matelasse Coverlet,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Bedspreads, Bedding & Bath: Coverlets & Shams",TRUE,Select Size,Twin - $276.00,,,,,PCH-M21I-01,4536.105137,shopify,5000,deny,manual,276,,TRUE,TRUE,'614099207990,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorymatelasse_4to519177.jpg?v=1603298179,1,Pine Cone Hill Boyfriend Ivory Matelasse Coverlet - Lavender Fields,FALSE,Pine Cone Hill Boyfriend Ivory Matelassé Coverlet,The bold and the beautiful! The boyfriend Matelassé coverlet is both bold and beautiful with a Matelassé stitching technique that creates an elaborately quilted pattern. This Pine Cone Hill Matelassé coverlet provides a layer of lightweight warmth and a pop of ivory color and texture to any bed.  Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,M21IT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorymatelasse_4to519177.jpg?v=1603298179,lb,,,active
pine-cone-hill-boyfriend-ivory-matelasse-coverlet,,,,,,,King - $400.00,,,,,PCH-M21I-02,4536.105137,shopify,4998,deny,manual,400,,TRUE,TRUE,'614099208010,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/14BoyfriendMatelasseStack_4to519212_fb75198a-d670-4beb-99d4-fcf0e5135331.jpg?v=1603298179,2,Pine Cone Hill Boyfriend Ivory Matelasse Coverlet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorymatelasse_4to519177.jpg?v=1603298179,lb,,,
pine-cone-hill-boyfriend-ivory-matelasse-coverlet,,,,,,,Queen - $342.00,,,,,PCH-M21I-03,4536.105137,shopify,4999,deny,manual,342,,TRUE,TRUE,'614099208003,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorymatelasse_4to519177.jpg?v=1603298179,lb,,,
pine-cone-hill-boyfriend-ivory-matelasse-sham,Pine Cone Hill Boyfriend Ivory Matelasse Sham,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Shams, Bedding & Bath: Shams",TRUE,Select Size,Standard Sham - $92.00,,,,,PCH-M21IS-01,4536.105137,shopify,4998,deny,manual,92,,TRUE,TRUE,'614099208027,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorysham.jpg?v=1603298178,1,Pine Cone Hill Boyfriend Ivory Matelasse Sham - Lavender Fields,FALSE,Pine Cone Hill Boyfriend Ivory Matelassé Sham,"This boyfriend sham from Pine Cone Hill features century-old Matelassé stitching technique that creates an elaborately quilted pattern. This pattern will fit into any room just perfectly in the classy neutral ivory color. The boyfriend Matelassé sham is bold and simple, yet fun and fierce.  Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,M21ISS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorysham.jpg?v=1603298178,lb,,,active
pine-cone-hill-boyfriend-ivory-matelasse-sham,,,,,,,Euro Sham - $112.00,,,,,PCH-M21IS-02,4536.105137,shopify,5000,deny,manual,112,,TRUE,TRUE,'614099208034,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/14BoyfriendMatelasseStack_4to519212_4744bb6b-5ea4-4ef1-bd9f-b2e8d98b4952.jpg?v=1603298178,2,Pine Cone Hill Boyfriend Ivory Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/boyfriendivorysham.jpg?v=1603298178,lb,,,
pine-cone-hill-kerala-ivory-matelasse-sham,Pine Cone Hill Kerala Ivory Matelasse Sham,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Shams, Bedding & Bath: Shams",TRUE,Select Size,Standard - $96.00,,,,,PCH-M18ISS-01,4536.105137,shopify,5000,deny,manual,96,,TRUE,TRUE,'614099206191,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralaivorymatelasse_sham.jpg?v=1603298176,1,Pine Cone Hill Kerala Ivory Matelasse Sham - Lavender Fields,FALSE,Pine Cone Hill Kerala Ivory Matelassé Sham,Pine Cone Hill's Kerala Ivory Matelassé Sham is all about texture with its Matelassé woven diamond patterns. The Matelassé is a century old stitching technique that enhances the texture of any piece. This sham is a great way to add sophistication in a subtle way to any room. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,M18ISS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralaivorymatelasse_sham.jpg?v=1603298176,lb,,,active
pine-cone-hill-kerala-ivory-matelasse-sham,,,,,,,Euro - $110.00,,,,,PCH-M18ISS-02,4536.105137,shopify,5000,deny,manual,110,,TRUE,TRUE,'614099206207,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralaivorymatelasse_sham.jpg?v=1603298176,lb,,,
pine-cone-hill-kerala-java-matelasse-sham,Pine Cone Hill Kerala Java Matelasse Sham,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Shams, Bedding & Bath: Shams",TRUE,Select Size,Standard - $96.00,,,,,PCH-M18JS-01,4536.105137,shopify,5000,deny,manual,96,,TRUE,TRUE,'614099196249,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralajavamatelassesham.jpg?v=1603298175,1,Pine Cone Hill Kerala Java Matelasse Sham - Lavender Fields,FALSE,Pine Cone Hill Kerala Java Matelassé Sham,Go get your coffee and this Java Matelassé Sham too! This Kerala Java Sham from Pine Cone Hill is in a crisp dark brown that features woven diamond patterns and an easy drape. The subtle sophistication of this sham will bring any room to life. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,M18JSS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralajavamatelassesham.jpg?v=1603298175,lb,,,active
pine-cone-hill-kerala-java-matelasse-sham,,,,,,,Euro - $110.00,,,,,PCH-M18JS-02,4536.105137,shopify,4998,deny,manual,110,,TRUE,TRUE,'614099196256,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/keralajavamatelassesham.jpg?v=1603298175,lb,,,
